response_set,response_id,parent_response_id,date_time,page,question,response,optional_text,user,branch,desk,library
3807314,8745699,,8/27/14 11:31,Reference,Question Type,Where is?,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3807314,8745701,,8/27/14 11:31,Reference,Contact Type,In-person,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3807314,8745700,,8/27/14 11:31,Reference,Notes:,,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3807315,8745702,,8/27/14 11:31,Patron Count,Patron Count,,16,zirk1,Maps,Maps Desk,Pennsylvania State University
3807318,8745711,,8/27/14 11:34,Reference,Question Type,Reference 5 - 15 mins,,weav2,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807318,8745713,,8/27/14 11:34,Reference,Contact Type,In-person,,weav2,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807318,8745712,,8/27/14 11:34,Reference,Notes:,,,weav2,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807320,8745717,,8/27/14 11:35,Patron Count,Patron Count,,59,morg2,News & Microforms,NML Desk,Pennsylvania State University
3958661,9165931,,8/27/14 11:36,Reference,Question Type,Reference 5 - 15 mins,,mapl1,Arts & Humanities,A&H Office,Pennsylvania State University
3958661,9165933,,8/27/14 11:36,Reference,Contact Type,Email,,mapl1,Arts & Humanities,A&H Office,Pennsylvania State University
3958661,9165932,,8/27/14 11:36,Reference,Notes:,,,mapl1,Arts & Humanities,A&H Office,Pennsylvania State University
3958661,9165934,,8/27/14 11:36,Reference,Service Location,Office,,mapl1,Arts & Humanities,A&H Office,Pennsylvania State University
3807321,8745718,,8/27/14 11:36,Reference,Question Type,Where is?,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807321,8745720,,8/27/14 11:36,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807321,8745719,,8/27/14 11:36,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807322,8745721,,8/27/14 11:36,Reference,Question Type,Technical problems 5+ mins,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807322,8745723,,8/27/14 11:36,Reference,Contact Type,In-person,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807322,8745722,,8/27/14 11:36,Reference,Notes:,,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807323,8745724,,8/27/14 11:36,Reference,Question Type,Reference < 5 mins,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807323,8745726,,8/27/14 11:36,Reference,Contact Type,In-person,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807323,8745725,,8/27/14 11:36,Reference,Notes:,,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807324,8745727,,8/27/14 11:36,Reference,Question Type,Reference < 5 mins,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807324,8745729,,8/27/14 11:36,Reference,Contact Type,In-person,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807324,8745728,,8/27/14 11:36,Reference,Notes:,,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807326,8745731,,8/27/14 11:36,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807326,8745733,,8/27/14 11:36,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807326,8745732,,8/27/14 11:36,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807325,8745730,,8/27/14 11:36,Patron Count,Patron Count,,65,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807327,8745734,,8/27/14 11:36,Reference,Question Type,Policy & Service < 5 mins,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807327,8745736,,8/27/14 11:36,Reference,Contact Type,In-person,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807327,8745735,,8/27/14 11:36,Reference,Notes:,,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3806865,8744446,,8/27/14 11:39,Patron Count,Patron Count,,6,uria1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807330,8745744,,8/27/14 11:40,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807330,8745746,,8/27/14 11:40,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807330,8745745,,8/27/14 11:40,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807331,8745747,,8/27/14 11:41,Patron Count,Patron Count,,22,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807332,8745748,,8/27/14 11:42,Patron Count,Patron Count,,44,dill1,News & Microforms,NML Desk,Pennsylvania State University
3807345,8745785,,8/27/14 11:46,Patron Count,Patron Count for Access Services,Paterno Reading Room,75,youn4,Access Services,AS Lending Desk,Pennsylvania State University
3807346,8745786,,8/27/14 11:46,Patron Count,Patron Count for Access Services,Leisure Reading,22,youn4,Access Services,AS Lending Desk,Pennsylvania State University
3807347,8745787,,8/27/14 11:46,Patron Count,Patron Count for Access Services,Sidewater Commons,44,youn4,Access Services,AS Lending Desk,Pennsylvania State University
3807348,8745788,,8/27/14 11:46,Patron Count,Patron Count for Access Services,Franklin Atrium,36,youn4,Access Services,AS Lending Desk,Pennsylvania State University
3807349,8745789,,8/27/14 11:46,Reference,Question Type,Policy & Service < 5 mins,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3807349,8745791,,8/27/14 11:46,Reference,Contact Type,In-person,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3807349,8745790,,8/27/14 11:46,Reference,Notes:,,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3807350,8745792,,8/27/14 11:48,Reference,Question Type,Where is?,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807350,8745794,,8/27/14 11:48,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807350,8745793,,8/27/14 11:48,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807351,8745795,,8/27/14 11:48,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807351,8745797,,8/27/14 11:48,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807351,8745796,,8/27/14 11:48,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807352,8745798,,8/27/14 11:49,Reference,Question Type,Reference < 5 mins,,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807352,8745800,,8/27/14 11:49,Reference,Contact Type,In-person,,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807352,8745799,,8/27/14 11:49,Reference,Notes:,,In Search of books in the TA section,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807353,8745801,,8/27/14 11:49,Reference,Question Type,Where is?,,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807353,8745803,,8/27/14 11:49,Reference,Contact Type,In-person,,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807353,8745802,,8/27/14 11:49,Reference,Notes:,,Looking for the printer,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807356,8745813,,8/27/14 11:51,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807356,8745815,,8/27/14 11:51,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807356,8745814,,8/27/14 11:51,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807357,8745816,,8/27/14 11:51,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807357,8745818,,8/27/14 11:51,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807357,8745817,,8/27/14 11:51,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807358,8745819,,8/27/14 11:53,Reference,Question Type,Where is?,,zirk1,Maps,Maps Desk,Pennsylvania State University
3807358,8745820,,8/27/14 11:53,Reference,Question Type,Policy & Service < 5 mins,,zirk1,Maps,Maps Desk,Pennsylvania State University
3807358,8745822,,8/27/14 11:53,Reference,Contact Type,In-person,,zirk1,Maps,Maps Desk,Pennsylvania State University
3807358,8745821,,8/27/14 11:53,Reference,Notes:,,,zirk1,Maps,Maps Desk,Pennsylvania State University
3807364,8745832,,8/27/14 11:55,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807364,8745834,,8/27/14 11:55,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807364,8745833,,8/27/14 11:55,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807366,8745838,,8/27/14 11:56,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807366,8745840,,8/27/14 11:56,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807366,8745839,,8/27/14 11:56,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807369,8745848,,8/27/14 11:57,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807369,8745849,,8/27/14 11:57,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
