response_set,response_id,parent_response_id,date_time,page,question,response,optional_text,user,branch,desk,library
3807035,8744877,,8/27/14 9:19,Reference,Contact Type,In-person,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807035,8744876,,8/27/14 9:19,Reference,Notes:,,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807036,8744878,,8/27/14 9:19,Reference,Question Type,Policy & Service 5+ mins,,cox01,Access Services,AS Lending Office,Pennsylvania State University
3807036,8744880,,8/27/14 9:19,Reference,Contact Type,Email,,cox01,Access Services,AS Lending Office,Pennsylvania State University
3807036,8744879,,8/27/14 9:19,Reference,Notes:,,,cox01,Access Services,AS Lending Office,Pennsylvania State University
3807036,8744881,,8/27/14 9:19,Reference,Service Location,Office,,cox01,Access Services,AS Lending Office,Pennsylvania State University
3807038,8744883,,8/27/14 9:19,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807038,8744885,,8/27/14 9:19,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807038,8744884,,8/27/14 9:19,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807039,8744886,,8/27/14 9:20,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807039,8744888,,8/27/14 9:20,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807039,8744887,,8/27/14 9:20,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807041,8744892,,8/27/14 9:26,Reference,Question Type,Reference < 5 mins,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807041,8744894,,8/27/14 9:26,Reference,Contact Type,In-person,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807041,8744893,,8/27/14 9:26,Reference,Notes:,,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807043,8744898,,8/27/14 9:28,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807043,8744900,,8/27/14 9:28,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807043,8744899,,8/27/14 9:28,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807044,8744901,,8/27/14 9:28,Reference,Question Type,Reference < 5 mins,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807044,8744903,,8/27/14 9:28,Reference,Contact Type,In-person,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807044,8744902,,8/27/14 9:28,Reference,Notes:,,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807045,8744904,,8/27/14 9:28,Reference,Question Type,Policy & Service < 5 mins,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807045,8744906,,8/27/14 9:28,Reference,Contact Type,In-person,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807045,8744905,,8/27/14 9:28,Reference,Notes:,,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807046,8744907,,8/27/14 9:29,Reference,Question Type,Where is?,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807046,8744909,,8/27/14 9:29,Reference,Contact Type,In-person,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807046,8744908,,8/27/14 9:29,Reference,Notes:,,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807047,8744910,,8/27/14 9:29,Reference,Question Type,Policy & Service < 5 mins,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3807047,8744912,,8/27/14 9:29,Reference,Contact Type,Telephone,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3807047,8744911,,8/27/14 9:29,Reference,Notes:,,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3807047,8744913,,8/27/14 9:29,Reference,Service Location,Office,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3807117,8745104,,8/27/14 9:30,Patron Count,Patron Count by Location,A&H MMC Desk,44,weav2,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807048,8744914,,8/27/14 9:30,Patron Count,Patron Count,,11,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807049,8744915,,8/27/14 9:31,Patron Count,Patron Count for Access Services,Paterno Reading Room,40,youn4,Access Services,AS Lending Desk,Pennsylvania State University
3807050,8744916,,8/27/14 9:31,Patron Count,Patron Count for Access Services,Leisure Reading,21,youn4,Access Services,AS Lending Desk,Pennsylvania State University
3807051,8744917,,8/27/14 9:31,Patron Count,Patron Count for Access Services,Sidewater Commons,39,youn4,Access Services,AS Lending Desk,Pennsylvania State University
3807052,8744918,,8/27/14 9:31,Patron Count,Patron Count for Access Services,Franklin Atrium,27,youn4,Access Services,AS Lending Desk,Pennsylvania State University
3807056,8744922,,8/27/14 9:33,Reference,Question Type,Reference < 5 mins,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807056,8744924,,8/27/14 9:33,Reference,Contact Type,In-person,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807056,8744923,,8/27/14 9:33,Reference,Notes:,,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807057,8744925,,8/27/14 9:34,Reference,Question Type,Technical problems < 5 mins,,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807057,8744926,,8/27/14 9:34,Reference,Question Type,Referral to,Sarah,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807057,8744928,,8/27/14 9:34,Reference,Contact Type,In-person,,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807057,8744927,,8/27/14 9:34,Reference,Notes:,,,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807058,8744929,,8/27/14 9:35,Reference,Question Type,Where is?,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807058,8744931,,8/27/14 9:35,Reference,Contact Type,In-person,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807058,8744930,,8/27/14 9:35,Reference,Notes:,,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807059,8744932,,8/27/14 9:35,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807059,8744934,,8/27/14 9:35,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807059,8744933,,8/27/14 9:35,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807060,8744935,,8/27/14 9:36,Reference,Question Type,Technical problems < 5 mins,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807060,8744937,,8/27/14 9:36,Reference,Contact Type,In-person,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807060,8744936,,8/27/14 9:36,Reference,Notes:,,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807061,8744938,,8/27/14 9:37,Patron Count,Patron Count by Location,SSL Desk,18,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807062,8744939,,8/27/14 9:37,Patron Count,Patron Count,,29,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807063,8744940,,8/27/14 9:38,Reference,Question Type,Reference < 5 mins,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807063,8744942,,8/27/14 9:38,Reference,Contact Type,In-person,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807063,8744941,,8/27/14 9:38,Reference,Notes:,,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807064,8744943,,8/27/14 9:38,Reference,Question Type,Policy & Service 5+ mins,,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807064,8744945,,8/27/14 9:38,Reference,Contact Type,In-person,,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807064,8744944,,8/27/14 9:38,Reference,Notes:,,Assist wscanner.,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807065,8744946,,8/27/14 9:38,Patron Count,Patron Count,,17,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807066,8744947,,8/27/14 9:38,Reference,Question Type,Policy & Service 5+ mins,,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807066,8744949,,8/27/14 9:38,Reference,Contact Type,In-person,,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807066,8744948,,8/27/14 9:38,Reference,Notes:,,Inquiry about room reservation.,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807067,8744950,,8/27/14 9:38,Reference,Question Type,Reference 16 - 30 mins,,webe1,Special Collections,SPC Reference Desk,Pennsylvania State University
3807067,8744952,,8/27/14 9:38,Reference,Contact Type,In-person,,webe1,Special Collections,SPC Reference Desk,Pennsylvania State University
3807067,8744951,,8/27/14 9:38,Reference,Notes:,,SergeantSci Fi books,webe1,Special Collections,SPC Reference Desk,Pennsylvania State University
3807067,8744953,,8/27/14 9:38,Reference,Special Collections-Patron Use Tag,RBM,,webe1,Special Collections,SPC Reference Desk,Pennsylvania State University
3807067,8744954,,8/27/14 9:38,Reference,Special Collections-Patron Use Tag,Books,,webe1,Special Collections,SPC Reference Desk,Pennsylvania State University
3807069,8744959,,8/27/14 9:40,Reference,Question Type,Where is?,,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807069,8744961,,8/27/14 9:40,Reference,Contact Type,In-person,,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807069,8744960,,8/27/14 9:40,Reference,Notes:,,Location of NYT,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807070,8744962,,8/27/14 9:41,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807070,8744964,,8/27/14 9:41,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807070,8744963,,8/27/14 9:41,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807071,8744965,,8/27/14 9:42,Patron Count,Patron Count,,13,vand1,Engineering,ENG Desk,Pennsylvania State University
3807072,8744966,,8/27/14 9:44,Reference,Question Type,Where is?,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807072,8744968,,8/27/14 9:44,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807072,8744967,,8/27/14 9:44,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807073,8744969,,8/27/14 9:44,Reference,Question Type,Policy & Service < 5 mins,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807073,8744970,,8/27/14 9:44,Reference,Question Type,Reference < 5 mins,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807073,8744972,,8/27/14 9:44,Reference,Contact Type,In-person,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807073,8744971,,8/27/14 9:44,Reference,Notes:,,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807074,8744973,,8/27/14 9:44,Patron Count,Patron Count,,10,coon1,Maps,Maps Desk,Pennsylvania State University
3807077,8744980,,8/27/14 9:44,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807077,8744982,,8/27/14 9:44,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807077,8744981,,8/27/14 9:44,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807079,8744986,,8/27/14 9:46,Patron Count,Patron Count,,12,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807080,8744987,,8/27/14 9:49,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807080,8744989,,8/27/14 9:49,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807080,8744988,,8/27/14 9:49,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807083,8744996,,8/27/14 9:49,Patron Count,Patron Count,,40,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807084,8744997,,8/27/14 9:51,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807084,8744999,,8/27/14 9:51,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807084,8744998,,8/27/14 9:51,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807088,8745007,,8/27/14 9:52,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807088,8745009,,8/27/14 9:52,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807088,8745008,,8/27/14 9:52,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807094,8745025,,8/27/14 9:53,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807094,8745027,,8/27/14 9:53,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807094,8745026,,8/27/14 9:53,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807095,8745028,,8/27/14 9:54,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807096,8745031,,8/27/14 9:54,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807095,8745030,,8/27/14 9:54,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807096,8745033,,8/27/14 9:54,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807095,8745029,,8/27/14 9:54,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807096,8745032,,8/27/14 9:54,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807097,8745034,,8/27/14 9:54,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807097,8745036,,8/27/14 9:54,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807097,8745035,,8/27/14 9:54,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807098,8745037,,8/27/14 9:56,Reference,Question Type,Policy & Service < 5 mins,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807098,8745039,,8/27/14 9:56,Reference,Contact Type,In-person,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807098,8745038,,8/27/14 9:56,Reference,Notes:,,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807101,8745046,,8/27/14 9:57,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807101,8745048,,8/27/14 9:57,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807101,8745047,,8/27/14 9:57,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807102,8745049,,8/27/14 9:58,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807102,8745051,,8/27/14 9:58,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807102,8745050,,8/27/14 9:58,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807103,8745052,,8/27/14 9:58,Reference,Question Type,Where is?,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807103,8745054,,8/27/14 9:58,Reference,Contact Type,In-person,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807103,8745053,,8/27/14 9:58,Reference,Notes:,,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807104,8745055,,8/27/14 9:59,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807104,8745057,,8/27/14 9:59,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807104,8745056,,8/27/14 9:59,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807105,8745058,,8/27/14 9:59,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807105,8745060,,8/27/14 9:59,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807105,8745059,,8/27/14 9:59,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807296,8745647,,8/27/14 10:00,Reference,Question Type,Technical problems 5+ mins,,fenn1,Knowledge Commons,KC Office,Pennsylvania State University
3807296,8745649,,8/27/14 10:00,Reference,Contact Type,Telephone,,fenn1,Knowledge Commons,KC Office,Pennsylvania State University
3807296,8745648,,8/27/14 10:00,Reference,Notes:,,,fenn1,Knowledge Commons,KC Office,Pennsylvania State University
3807296,8745650,,8/27/14 10:00,Reference,Service Location,Office,,fenn1,Knowledge Commons,KC Office,Pennsylvania State University
3814941,8768293,,8/27/14 10:00,Consultation,Interaction Type,Instruction or Class-related,,butk1,Physical & Mathematical Sciences,PAMS Office,Pennsylvania State University
3814941,8768294,,8/27/14 10:00,Consultation,Notes:,,,butk1,Physical & Mathematical Sciences,PAMS Office,Pennsylvania State University
3814941,8768295,,8/27/14 10:00,Consultation,Time in Minutes (optional),,60,butk1,Physical & Mathematical Sciences,PAMS Office,Pennsylvania State University
3814941,8768296,,8/27/14 10:00,Consultation,Class Name/Number (optional),,,butk1,Physical & Mathematical Sciences,PAMS Office,Pennsylvania State University
3807106,8745061,,8/27/14 10:00,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807106,8745063,,8/27/14 10:00,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807106,8745062,,8/27/14 10:00,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807107,8745064,,8/27/14 10:00,Reference,Question Type,Where is?,,meie1,Engineering,ENG Desk,Pennsylvania State University
3807107,8745066,,8/27/14 10:00,Reference,Contact Type,In-person,,meie1,Engineering,ENG Desk,Pennsylvania State University
3807107,8745065,,8/27/14 10:00,Reference,Notes:,,,meie1,Engineering,ENG Desk,Pennsylvania State University
3807110,8745081,,8/27/14 10:00,Room-Use,Study Tables - Reference,,1,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745083,,8/27/14 10:00,Room-Use,Quarto Shelving,,0,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745075,,8/27/14 10:00,Room-Use,Lounge (Comfy) Chairs,,0,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745073,,8/27/14 10:00,Room-Use,Public Workstations,,0,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745077,,8/27/14 10:00,Room-Use,Instruction Room,,8,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745078,,8/27/14 10:00,Room-Use,Group Study Room,,0,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745082,,8/27/14 10:00,Room-Use,Compact Movable Shelving,,0,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745074,,8/27/14 10:00,Room-Use,Study Tables - Main Reading Area,,2,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745079,,8/27/14 10:00,Room-Use,Collaborative Workstation,,0,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745076,,8/27/14 10:00,Room-Use,Current Journals Area,,0,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745084,,8/27/14 10:00,Room-Use,Entry Area & Service Desk,,0,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807110,8745080,,8/27/14 10:00,Room-Use,Printer & Photocopier Areas,,0,ngo02,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807111,8745085,,8/27/14 10:01,Reference,Question Type,Reference < 5 mins,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807111,8745087,,8/27/14 10:01,Reference,Contact Type,In-person,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807111,8745086,,8/27/14 10:01,Reference,Notes:,,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807113,8745091,,8/27/14 10:01,Reference,Question Type,Where is?,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807113,8745093,,8/27/14 10:01,Reference,Contact Type,In-person,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807113,8745092,,8/27/14 10:01,Reference,Notes:,,Where can I find this book (Directed to the stacks),pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807114,8745094,,8/27/14 10:02,Reference,Question Type,Where is?,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807114,8745096,,8/27/14 10:02,Reference,Contact Type,In-person,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807114,8745095,,8/27/14 10:02,Reference,Notes:,,IT help to connect with the internet.,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807115,8745097,,8/27/14 10:02,Reference,Question Type,Where is?,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807115,8745099,,8/27/14 10:02,Reference,Contact Type,In-person,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807115,8745098,,8/27/14 10:02,Reference,Notes:,,IT help to connect with the internet.,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807116,8745100,,8/27/14 10:02,Reference,Question Type,Where is?,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807116,8745101,,8/27/14 10:02,Reference,Question Type,Policy & Service < 5 mins,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807116,8745103,,8/27/14 10:02,Reference,Contact Type,In-person,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807116,8745102,,8/27/14 10:02,Reference,Notes:,,IT help to connect with the internet.,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807119,8745108,,8/27/14 10:02,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807119,8745110,,8/27/14 10:02,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807119,8745109,,8/27/14 10:02,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807121,8745114,,8/27/14 10:04,Reference,Question Type,Reference < 5 mins,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807121,8745116,,8/27/14 10:04,Reference,Contact Type,In-person,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807121,8745115,,8/27/14 10:04,Reference,Notes:,,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807122,8745117,,8/27/14 10:04,Reference,Question Type,Policy & Service < 5 mins,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807122,8745119,,8/27/14 10:04,Reference,Contact Type,In-person,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807122,8745118,,8/27/14 10:04,Reference,Notes:,,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807123,8745120,,8/27/14 10:05,Reference,Question Type,Policy & Service < 5 mins,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807123,8745122,,8/27/14 10:05,Reference,Contact Type,In-person,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807123,8745121,,8/27/14 10:05,Reference,Notes:,,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807124,8745123,,8/27/14 10:05,Reference,Question Type,Policy & Service < 5 mins,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807124,8745125,,8/27/14 10:05,Reference,Contact Type,In-person,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807124,8745124,,8/27/14 10:05,Reference,Notes:,,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807125,8745126,,8/27/14 10:05,Reference,Question Type,Where is?,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807125,8745128,,8/27/14 10:05,Reference,Contact Type,In-person,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807125,8745127,,8/27/14 10:05,Reference,Notes:,,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807127,8745132,,8/27/14 10:05,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807127,8745134,,8/27/14 10:05,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807127,8745133,,8/27/14 10:05,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807128,8745135,,8/27/14 10:06,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807128,8745137,,8/27/14 10:06,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807128,8745136,,8/27/14 10:06,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807129,8745138,,8/27/14 10:06,Reference,Question Type,Technical problems < 5 mins,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807129,8745140,,8/27/14 10:06,Reference,Contact Type,In-person,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807129,8745139,,8/27/14 10:06,Reference,Notes:,,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807130,8745141,,8/27/14 10:07,Reference,Question Type,Where is?,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807130,8745143,,8/27/14 10:07,Reference,Contact Type,In-person,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807130,8745142,,8/27/14 10:07,Reference,Notes:,,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807131,8745144,,8/27/14 10:07,Reference,Question Type,Reference 5 - 15 mins,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807131,8745146,,8/27/14 10:07,Reference,Contact Type,In-person,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807131,8745145,,8/27/14 10:07,Reference,Notes:,,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807132,8745147,,8/27/14 10:08,Reference,Question Type,Where is?,,robe1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807132,8745148,,8/27/14 10:08,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807132,8745150,,8/27/14 10:08,Reference,Contact Type,In-person,,robe1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807132,8745149,,8/27/14 10:08,Reference,Notes:,,,robe1,Welcome Desks,West Welcome Desk,Pennsylvania State University
